sku,name,step,price_before_rub,price_after_rub,pv,inci,url,currency,region,source_category
R04703,Аделика Консилер | Atomy Russia,,1300,1200,6500,"Aqua/water/eau, titanium dioxide, isododecane, cyclopentasiloxane, butylene glycol, dipropylene glycol, hydrogenated poly(c6-14 olefin), iron oxides(ci 77492), lauryl peg-10 tris(trimethyl-siloxy) silylethyl dimethicone, niacinamide, zinc oxide, disteardimonium hectorite, peg-10 dimethicone, polymethylsilsesqui-oxane, magnesium sulfate, iron oxides(ci 77491), aluminum hydroxide, triethoxy- caprylylsilane, cetyl dimethicone, microcrystalline wax, iron oxides(ci77499), caprylyl glycol, glyceryl caprylate, palmitic acid, ethylhexylglycerin, fragrance(parfum), myristic acid, stearic acid, centella asiatica extract, magnesium/potassium/ silicon/fluoride/hydroxide/oxide, boron nitride, hordeum vulgare leaf extract, synthetic fluorphlogopite, silica, triticum vulgare (wheat) sprout extract, tocopherol, camellia sinensis leaf extract, isopropyl titanium triisostearate, tin oxide.",https://www.atomy.ru/product/R04703,RUB,RU,https://www.atomy.ru/category?dispCtgNo=2504003387&sortType=POPULAR
R04705,Аделика Румяна | Atomy Russia,,2200,2000,11000,"Talc, mica, nylon-12, diphenylsiloxy phenyl trimethicone, magnesium myristate, titanium dioxide, silica, aluminum starch octenylsuccinate, polyglyceryl-2 triisostearate, triethoxycaprylylsilane, iron oxides(ci 77491), 1,2-hexanediol, glyceryl caprylate, iron oxides(ci 77499), lauroyl lysine, red 7(ci 15850:1), ultramarines(ci 77007), fragrance(parfum), iron oxides(ci 77492), butylene glycol, magnesium/potassium/silicon/fluoride/hydroxide/oxide, boron nitride, synthetic fluorphlogopite, isopropyl titanium triisostearate, myristic acid, rosa gallica flower extract, tin oxide.",https://www.atomy.ru/product/R04705,RUB,RU,https://www.atomy.ru/category?dispCtgNo=2504003387&sortType=POPULAR
R04707,Аделика Бронзер | Atomy Russia,,2200,2000,11000,"talc, mica, pentaerythrityl tetraethylhexanoate, nylon-12, diisostearyl malate, magnesium stearate, titanium dioxide, iron oxides(ci 77492), aminopropyl dimethicone, 1,2-hexanediol, polymethylsilsesquioxane, iron oxides(ci 77491), iron oxides(ci 77499), glyceryl caprylate, alumina, triethoxycaprylylsilane, silica, butylene glycol, magnesium/potassium/silicon/fluoride/hydroxide/oxide, boron nitride, synthetic fluorphlogopite, isopropyl titanium triisostearate, myristic acid, rosa gallica flower extract, tin oxide.",https://www.atomy.ru/product/R04707,RUB,RU,https://www.atomy.ru/category?dispCtgNo=2504003387&sortType=POPULAR
R04715,Аделика Тушь для объема ресниц | Atomy Russia,,1300,1200,6500,"Water, acrylates copolymer, copernicia cerifera (carnauba) wax, iron oxides(ci77499), beeswax, hydrogenated polyisobutene, c14-22 alcohols, palmitic acid, acacia senegal gum, methylpropanediol, microcrystalline cellulose, 1,2-hexanediol, stearic acid, pentylene glycol, tromethamine, alcohol, paraffin, octylacrylamide copolymer, c12-20 alkyl glucoside, centella asiatica extract, ficus carica (fig) fruit extract, dimethicone, hydroxyethylcellulose, ethylhexylglycerin, glycine soja (soybean) seed extract, sodium dehydroacetate, dipotassium glycyrrhi-zate, hydrogenated lecithin, myristic acid, althaea officinalis leaf/root extract, anthemis nobilis flower extract, foeniculum vulgare (fennel) leaf extract, houttuynia cordata extract, ocimum basilicum (basil) flower/leaf extract, glucose, ceramide np, disodium phosphate, polysorbate 60, magnesium/potassium/ silicon/fluoride/ hydroxide/oxide, boron nitride, synthetic fluorphlogopite, titanium dioxide, silica, sodium phosphate isopropyl titanium triisostearate, tin oxide.",https://www.atomy.ru/product/R04715,RUB,RU,https://www.atomy.ru/category?dispCtgNo=2504003387&sortType=POPULAR
R04721,Аделика Карандаш для бровей | Atomy Russia,,800,700,4000,"Caprylic/Capric Triglyceride, polyethylene, isodecyli Neopentanoate, Iron oxides (ci 77499), ceresin, iron oxides (ci 77492), Copernicia cerifera (carnauba) Wax, phytosteryl/ Isostearyl/ Cetyl/stearyl/ Behenyl dimer dilinoleate, Titanium Dioxide, mica, dipentaeryth- Rityl Hexahydrox- Ystearate/ Hexastearate/ Hexarosinate, iron oxides (ci 77491), zinc stearate, dehydroacet-icacid, water, butylene glycol, rubus fruticosus (blackberry) fruit extract.",https://www.atomy.ru/product/R04721,RUB,RU,https://www.atomy.ru/category?dispCtgNo=2504003387&sortType=POPULAR
R04724,Аделика Цветной блеск для губ | Atomy Russia,,1100,1000,6000,"Methyl hydrogenated rosinate, dipentaerythrityl hexahydroxystearate/ hexastearate/hexarosinate, tridecyl trimellitate, dimethicone, hydrogenated polyisobutene, diphenylsiloxy phenyl trimethicone, diisostearyl malate, ceresin, macadamia seed oil polyglyceryl-6 esters behenate, synthetic wax, polyglyceryl-2 triisostearate, polyglyceryl-6 polyricinoleate, sorbitan sesquioleate, polyhydroxystearic acid, yellow 6 lake(ci 15985), ci 45410, ethylhexyl palmitate, isopropyl myristate, isostearic acid, lecithin, polyglyceryl-3 polyricinoleate, fragrance, red 7 lake, dehydroacetic acid, helianthus annuus (sunflower) seed oil, oenothera bieninis (evening primrose) oil, prunus amygdalus dulcis (sweet almond) oil, magnesium/ potassium/silicon/fluoride/ hydroxide/oxide, titanium/ titanium dioxide, boron nitride, synthetic fluorphlogopite, titanium dioxide, silica, butylene glycol, isopropyl titanium triisostearate, myristic acid, tin oxide, rosa gallica flower extract.",https://www.atomy.ru/product/R04724,RUB,RU,https://www.atomy.ru/category?dispCtgNo=2504003387&sortType=POPULAR
R04727,Аделика 3Д Хайлайтер | Atomy Russia,,2200,2000,11000,,https://www.atomy.ru/product/R04727,RUB,RU,https://www.atomy.ru/category?dispCtgNo=2504003387&sortType=POPULAR
R04744,Аделика Рассыпчатая пудра для лица | Atomy Russia,,2300,2100,13000,"Silica, 1,2-hexanediol, manganese violet, glyceryl caprylate, allantoin, centaurea cyanus flower extract, lactobacillus/milk ferment filtrate, butylene glycol, magnesium/potassium/silicon/fluoride/hydroxide/oxide, boron nitride, synthetic fluorphlogopite, titanium dioxide, ethoxydiglycol, isopropyl titanium triisostearate, myristic acid, totarol, tin oxide, silica, 1,2-hexanediol, glyceryl caprylate, ultramarines(ci 77007), iron oxides(ci 77499), allantoin, centaurea cyanus flower extract, lactobacillus/milk ferment filtrate, butylene glycol, magnesium/potassium/ silicon/fluoride/hydroxide/oxide, boron nitride, triethoxycaprylylsilane, synthetic fluorphlogopite, titanium dioxide, ethoxydiglycol, isopropyl titanium triisostearate, myristic acid, totarol, tin oxide.",https://www.atomy.ru/product/R04744,RUB,RU,https://www.atomy.ru/category?dispCtgNo=2504003387&sortType=POPULAR
R04749,Аделика Помада для губ Классик | Atomy Russia,,1650,1500,10000,"Polyglyceryl-2 triisostearate, hydrogenated polydecene, synthetic wax, caprylic/capric triglyceride, pentaerythrityl tetraisostearate, macadamia seed oil polyglyceryl-6 esters behenate, diphenylsiloxy phenyl trimethicone, hdi/ trimethylol hexyllactone crosspolymer, diisostearyl malate, hydrogenated polyisobutene, microcrystalline wax, mica, dimethicone, polyisobutene, silica, yellow 6 lake(ci 15985), yellow 5 lake(ci 19140), ethylene/ propylene copolymer, polyglyceryl-6 polyricinoleate, sorbitan sesquioleate, red 7 lake, cetearyl dimethicone crosspolymer, red 6(ci 15850), ci 45410, disteardimonium hectorite, fragrance, propylene carbonate, dehydroacetic acid, méthicone, titanium/titanium dioxide, oenothera biennis (evening primrose) oil, prunus armeniaca (apricot) kernel oil, rubus idaeus (raspberry) seed oil, magnesium/potassium/silicon/ fluoride/hydroxide/oxide, boron nitride, synthetic fluorphlogopite, titanium dioxide, rosa damascena flower oil, butylene glycol, isopropyl titanium triisostear-ate, myristic acid, tin oxide, rosa gallica flower extract.",https://www.atomy.ru/product/R04749,RUB,RU,https://www.atomy.ru/category?dispCtgNo=2504003387&sortType=POPULAR
R04770,Аделика Коллаген Кушон (кушон + рефил 1 шт.) | Atomy Russia,,3300,3000,17000,"Water, Titanium Dioxide (CI 77891), Pheny|propyldimethylsiloxysilicate, Diphenylsiloxy Phenyl Trimethicone, Hydrogenated Polyisobutene, Propylene Glycol Dibenzoate, Lauryl PEG-10 Tris(Trimethy/siloxy/silylethy/ Dimethicone, Propanediol, Octyldodecanol, Butyloctyl Salicylate, Niacinamide, Dextrin Palmitate, Isododecane, C13-15 Alkane, Glycerin, 1,2-Hexanediol, Polybutene, Disteardimonium Hectorite, Capryyl Methicone, Gold (CI 77480)(1ppm), Sodium Hyaluronate, Tuber Magnatum Extract, Leuconostoc/Radish Root Ferment Filtrate, Hydrolyzed Collagen(100ppm), Jasminum Officinale (Jasmine) Flower Extract, Netumbo Nucitera Flower Extract, Freesia Refracta Extract, Iris Versicolor Extract, Leontopodium Alpinum Extract, Lilium Candidum Bulb Extract, Narcissus Pseudonarcissus (Daffodil) Flower Extract, Rosa Damascena Flower Extract, C12-15 Alkyl Benzoate, Trimethylsiloxysilicate, Cetyl PEG/PPG-10/1 Dimethicone, Dimethicone, Butylene Glycol, Acrylates/Polytrimethylsiloxymethacrylate Copolymer, Magnesium Sulfate, VP/Eicosene Copolymer, Stearic Acid, Dimethicone/Vinyl Dimethicone Crosspolymer, Aluminum Hydroxide, Alumina, Triethoxycaprylylsilane, Polyglyceryl-4 Isostearate, Betaine, Adenosine, Isopropyl Titanium Trisostearate, Trisodium Ethylenediamine Disuccinate, Ethylcellulose, Silica, Hydrogenated Lecithin, Tocopherol, Pentaerythrity| Tetra-di-t-butyl Hydroxyhydrocinnamate, Polyquaternium-10, Ceramide NP, Ceramide NS, Cholesterol, Phytosphingosine, Ceramide AP, Ceramide AS, Ethythexylglycerin, Acetyl Hexapeptide 8, Ascorbic Acid Polypeptide, Lauroyl Lysine, Ceramide EOP, Acetyl Octapeptide-3, Acetyl Tetrapeptide- 2, Acetyl Tetrapeptide-3, Acetyl Tetrapeptide 5, Acetyl Tetrapeptide-9, Carosine, Copper Tripeptide 1, Nonapeptide-1, Palmitoy| Pentapeptide 4, Palmitoyl Tripeptide-1, Palmitoyl Tripeptide 5, Ceteary| Alcohol, Fragrance(Parfum), Mica (CI 77019), Iron Oxides (CI 77492), Iron Oxides (CI 77491), tron Oxides (CI 77499).",https://www.atomy.ru/product/R04770,RUB,RU,https://www.atomy.ru/category?dispCtgNo=2504003387&sortType=POPULAR
R70765,Атоми Акне Эксперт Пенка для Умывания | Atomy Russia,,1450,1300,9000,"Disodium cocoamphodiacetate, calendula officinalis flower extract, taraxacum officinale (dandelion) leaf extract, nelumbo nucifera flower water, cocamidopropyl betaine, peg-8, butylene glycol, salicylic acid, water, 1,2-hexanediol, polyglyceryl-10 laurate, citric acid, melaleuca alternifolia (tea tree) leaf oil, centella asiatica extract, ficus carica (fig) fruit extract, houttuynia cordata extract, codonopsis lanceolata root extract, dictamnus dasycarpus root extract, fragaria indica extract, kochia scoparia fruit extract, lithospermum erythrorhizon root extract, phellinus linteus extract, polygonum fagopyrum (buckwheat) seed extract, prunus mume fruit extract, rosin, sophora flavescens root extract, methylpropanediol, althaea officinalis leaf/root extract, anthemis nobilis flower extract, foeniculum vulgare (fennel) leaf extract, lavandula angustifolia (lavender) flower/leaf/stem extract, ocimum basilicum (basil) flower/leaf extract, pyrus malus (apple) fruit water, rosmarinus officinalis (rosemary) extract, acmella oleracea extract, potentilla anemonifolia extract, hydrogenated lecithin, amaranthus caudatus seed extract, ulmus davidiana root extract, undaria pinnatifida extract, ceramide NP.",https://www.atomy.ru/product/R70765,RUB,RU,https://www.atomy.ru/category?dispCtgNo=2504003386&sortType=POPULAR
